Transaction ID,Date,Customer ID,Gender,Age,Product Category,Sub-Category,City,ASM,RSM,Region,Quantity,Price per Unit,Taxable Amount,Profit,Discount,Total Amount
41,22-02-2022,CUST041,Male,34,Clothing,Kurti,Ernakulam,Mahesh,Sukhsagar,South,2,651,1302,182,11%,1158
41,22-02-2022,CUST041,Male,34,Clothing,Caps,Tripur,Mahesh,Sukhsagar,South,2,785,1570,204,12%,1381
8,22-02-2022,CUST5014,Male,30,Electronics,Office Equipements,Jaipur,Ankur,Vishnu Dixit,North,4,1133,4532,362,17%,3761
780,22-02-2022,CUST780,Male,52,Electronics,Beauty Products,Kanpur,Ramash,Vishnu Dixit,North,2,1320,2640,158,19%,2138
8,22-02-2022,CUST008,Male,30,Electronics,Office Equipements,Lucknow,Ramash,Vishnu Dixit,North,4,1149,4596,321,18%,3768
780,22-02-2022,CUST780,Male,52,Electronics,Beauty Products,Delhi,Sanjay,Vishnu Dixit,North,2,662,1324,198,10%,1191
8,22-02-2022,CUST008,Male,30,Electronics,Office Equipements,Mumbai,Ganesh,Deepesh Chauhan,West,4,1465,5860,351,19%,4746
780,22-02-2022,CUST780,Male,52,Electronics,Beauty Products,Latur,Rakesh,Deepesh Chauhan,West,2,1089,2178,305,11%,1938
396,23-02-2022,CUST5790,Female,55,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,1,613,613,62,15%,521
396,23-02-2022,CUST396,Female,55,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,1,1468,1468,132,16%,1233
396,23-02-2022,CUST396,Female,55,Beauty,Dry Products,Mumbai,Ganesh,Deepesh Chauhan,West,1,1036,1036,82,17%,859
611,24-02-2022,CUST611,Male,51,Beauty,Dry Products,Nagpur,Ganesh,Deepesh Chauhan,West,3,1205,3615,542,10%,3253
611,24-02-2022,CUST611,Male,51,Beauty,Oils,Nagpur,Ganesh,Deepesh Chauhan,West,3,844,2532,354,11%,2253
611,24-02-2022,CUST611,Male,51,Beauty,Creams,Nagpur,Ganesh,Deepesh Chauhan,West,3,1260,3780,491,12%,3326
168,24-02-2022,CUST5334,Male,53,Clothing,Pants,Delhi,Sanjay,Vishnu Dixit,North,1,967,967,77,17%,802
400,24-02-2022,CUST5798,Male,53,Clothing,Pants,Vizag,Mahesh,Sukhsagar,South,4,928,3712,222,19%,3006
800,24-02-2022,CUST800,Male,32,Clothing,Pants,Indore,Jansagar,Deepesh Chauhan,West,4,737,2948,176,19%,2387
168,24-02-2022,CUST168,Male,53,Clothing,Tshirt,Jaipur,Ankur,Vishnu Dixit,North,1,566,566,40,18%,464
400,24-02-2022,CUST400,Male,53,Clothing,Tshirt,Ernakulam,Mahesh,Sukhsagar,South,4,1339,5356,803,10%,4820
800,24-02-2022,CUST800,Male,32,Clothing,Tshirt,Kolkata,Debojit,Ajit yadav,East,4,1204,4816,722,10%,4334
168,24-02-2022,CUST168,Male,53,Clothing,Pants,Bhopal,Jansagar,Deepesh Chauhan,West,1,1065,1065,64,19%,862
400,24-02-2022,CUST400,Male,53,Clothing,Pants,Tripur,Mahesh,Sukhsagar,South,4,1350,5400,756,11%,4806
800,24-02-2022,CUST800,Male,32,Clothing,Pants,Latur,Rakesh,Deepesh Chauhan,West,4,1205,4820,674,11%,4289
473,25-02-2022,CUST5944,Male,64,Beauty,Oils,Latur,Rakesh,Deepesh Chauhan,West,1,769,769,100,12%,676
506,25-02-2022,CUST6010,Male,34,Beauty,Creams,Chennai,Mahesh,Sukhsagar,South,3,540,1620,162,15%,1377
473,25-02-2022,CUST473,Male,64,Beauty,Oils,Latur,Rakesh,Deepesh Chauhan,West,1,772,772,92,13%,671
506,25-02-2022,CUST506,Male,34,Beauty,Appliance,Chennai,Mahesh,Sukhsagar,South,3,1193,3579,322,16%,3006
473,25-02-2022,CUST473,Male,64,Beauty,Creams,Latur,Rakesh,Deepesh Chauhan,West,1,1016,1016,111,14%,873
506,25-02-2022,CUST506,Male,34,Beauty,Dry Products,Chennai,Mahesh,Sukhsagar,South,3,683,2049,164,17%,1700
272,25-02-2022,CUST5542,Female,61,Electronics,Coumputers,Mumbai,Ganesh,Deepesh Chauhan,West,2,709,1418,199,11%,1262
766,25-02-2022,CUST766,Male,38,Electronics,Home Aplience,Delhi,Sanjay,Vishnu Dixit,North,3,1296,3888,388,15%,3304
272,25-02-2022,CUST272,Female,61,Electronics,Coumputers,Kolkata,Debojit,Ajit yadav,East,2,662,1324,172,12%,1165
766,25-02-2022,CUST766,Male,38,Electronics,Home Aplience,Latur,Rakesh,Deepesh Chauhan,West,3,695,2085,188,16%,1751
272,25-02-2022,CUST272,Female,61,Electronics,Coumputers,Ernakulam,Mahesh,Sukhsagar,South,2,1198,2396,287,13%,2084
766,25-02-2022,CUST766,Male,38,Electronics,Home Aplience,Tripur,Mahesh,Sukhsagar,South,3,771,2313,185,17%,1919
135,26-02-2022,CUST5268,Male,20,Clothing,Caps,Tripur,Mahesh,Sukhsagar,South,2,708,1416,155,14%,1217
135,26-02-2022,CUST135,Male,20,Clothing,Kurti,Mumbai,Ganesh,Deepesh Chauhan,West,2,1073,2146,215,15%,1824
135,26-02-2022,CUST135,Male,20,Clothing,Caps,Delhi,Sanjay,Vishnu Dixit,North,2,1269,2538,228,16%,2131
433,27-02-2022,CUST5864,Male,29,Beauty,Creams,Lucknow,Ramash,Vishnu Dixit,North,4,500,2000,260,12%,1760
433,27-02-2022,CUST433,Male,29,Beauty,Creams,Lucknow,Ramash,Vishnu Dixit,North,4,908,3632,435,13%,3159
433,27-02-2022,CUST433,Male,29,Beauty,Dry Products,Lucknow,Ramash,Vishnu Dixit,North,4,1492,5968,656,14%,5132
2,27-02-2022,CUST5002,Female,26,Clothing,Joggers,Nagpur,Ganesh,Deepesh Chauhan,West,2,1207,2414,338,11%,2148
185,27-02-2022,CUST5368,Male,24,Clothing,Tshirt,Kolkata,Debojit,Ajit yadav,East,1,627,627,69,14%,539
2,27-02-2022,CUST002,Female,26,Clothing,Saree,Vizag,Mahesh,Sukhsagar,South,2,1298,2596,337,12%,2284
185,27-02-2022,CUST185,Male,24,Clothing,Pants,Latur,Rakesh,Deepesh Chauhan,West,1,1130,1130,113,15%,960
2,27-02-2022,CUST002,Female,26,Clothing,Kurti,Ernakulam,Mahesh,Sukhsagar,South,2,1384,2768,332,13%,2408
185,27-02-2022,CUST185,Male,24,Clothing,Tshirt,Lucknow,Ramash,Vishnu Dixit,North,1,1026,1026,92,16%,861
158,27-02-2022,CUST5314,Female,44,Electronics,Office Equipements,Mumbai,Ganesh,Deepesh Chauhan,West,2,1069,2138,171,17%,1774
158,27-02-2022,CUST158,Female,44,Electronics,Office Equipements,Kolkata,Debojit,Ajit yadav,East,2,608,1216,85,18%,997
158,27-02-2022,CUST158,Female,44,Electronics,Office Equipements,Ernakulam,Mahesh,Sukhsagar,South,2,1193,2386,143,19%,1932
932,28-02-2022,CUST932,Female,45,Beauty,Appliance,Indore,Jansagar,Deepesh Chauhan,West,4,1216,4864,680,11%,4328
932,28-02-2022,CUST932,Female,45,Beauty,Dry Products,Indore,Jansagar,Deepesh Chauhan,West,4,581,2324,302,12%,2045
932,28-02-2022,CUST932,Female,45,Beauty,Oils,Indore,Jansagar,Deepesh Chauhan,West,4,1305,5220,626,13%,4541
753,28-02-2022,CUST753,Female,32,Clothing,Dupatta,Jaipur,Ankur,Vishnu Dixit,North,1,1098,1098,143,12%,966
763,28-02-2022,CUST763,Male,34,Clothing,Kurti,Kolkata,Debojit,Ajit yadav,East,2,845,1690,220,12%,1487
753,28-02-2022,CUST753,Female,32,Clothing,Inner Wear,Bhopal,Jansagar,Deepesh Chauhan,West,1,500,500,60,13%,435
763,28-02-2022,CUST763,Male,34,Clothing,Saree,Latur,Rakesh,Deepesh Chauhan,West,2,1354,2708,324,13%,2355
753,28-02-2022,CUST753,Female,32,Clothing,Dupatta,Chennai,Mahesh,Sukhsagar,South,1,1348,1348,148,14%,1159
763,28-02-2022,CUST763,Male,34,Clothing,Kurti,Lucknow,Ramash,Vishnu Dixit,North,2,1378,2756,303,14%,2370
152,28-02-2022,CUST5302,Male,43,Electronics,Beauty Products,Kanpur,Ramash,Vishnu Dixit,North,4,675,2700,378,11%,2403
152,28-02-2022,CUST152,Male,43,Electronics,Beauty Products,Delhi,Sanjay,Vishnu Dixit,North,4,557,2228,289,12%,1960
152,28-02-2022,CUST152,Male,43,Electronics,Beauty Products,Latur,Rakesh,Deepesh Chauhan,West,4,1197,4788,574,13%,4165
399,01-03-2022,CUST5796,Female,64,Beauty,Dry Products,Jaipur,Ankur,Vishnu Dixit,North,2,638,1276,89,18%,1046
500,01-03-2022,CUST5998,Female,60,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,4,551,2204,132,19%,1785
399,01-03-2022,CUST399,Female,64,Beauty,Dry Products,Jaipur,Ankur,Vishnu Dixit,North,2,881,1762,106,19%,1427
500,01-03-2022,CUST500,Female,60,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,4,1213,4852,727,10%,4366
399,01-03-2022,CUST399,Female,64,Beauty,Creams,Jaipur,Ankur,Vishnu Dixit,North,2,1328,2656,398,10%,2390
500,01-03-2022,CUST500,Female,60,Beauty,Dry Products,Mumbai,Ganesh,Deepesh Chauhan,West,4,910,3640,509,11%,3239
514,01-03-2022,CUST6026,Female,18,Electronics,Phone,Indore,Jansagar,Deepesh Chauhan,West,1,555,555,66,13%,482
514,01-03-2022,CUST514,Female,18,Electronics,Phone,Vizag,Mahesh,Sukhsagar,South,1,1462,1462,161,14%,1257
514,01-03-2022,CUST514,Female,18,Electronics,Phone,Bhopal,Jansagar,Deepesh Chauhan,West,1,582,582,58,15%,494
947,02-03-2022,CUST947,Male,50,Beauty,Oils,Ernakulam,Mahesh,Sukhsagar,South,1,1033,1033,93,16%,867
947,02-03-2022,CUST947,Male,50,Beauty,Oils,Ernakulam,Mahesh,Sukhsagar,South,1,702,702,56,17%,582
947,02-03-2022,CUST947,Male,50,Beauty,Creams,Ernakulam,Mahesh,Sukhsagar,South,1,750,750,53,18%,615
220,03-03-2022,CUST5438,Male,64,Beauty,Dry Products,Delhi,Sanjay,Vishnu Dixit,North,1,844,844,50,19%,683
785,03-03-2022,CUST785,Female,31,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,4,554,2216,243,14%,1905
220,03-03-2022,CUST220,Male,64,Beauty,Creams,Delhi,Sanjay,Vishnu Dixit,North,1,1312,1312,196,10%,1180
785,03-03-2022,CUST785,Female,31,Beauty,Appliance,Mumbai,Ganesh,Deepesh Chauhan,West,4,1194,4776,477,15%,4059
220,03-03-2022,CUST220,Male,64,Beauty,Appliance,Delhi,Sanjay,Vishnu Dixit,North,1,682,682,95,11%,606
785,03-03-2022,CUST785,Female,31,Beauty,Dry Products,Mumbai,Ganesh,Deepesh Chauhan,West,4,1158,4632,416,16%,3890
885,03-03-2022,CUST885,Female,52,Clothing,Shirt,Bhopal,Jansagar,Deepesh Chauhan,West,4,696,2784,306,14%,2394
885,03-03-2022,CUST885,Female,52,Clothing,Top,Chennai,Mahesh,Sukhsagar,South,4,1401,5604,560,15%,4763
885,03-03-2022,CUST885,Female,52,Clothing,Shirt,Indore,Jansagar,Deepesh Chauhan,West,4,546,2184,196,16%,1834
339,03-03-2022,CUST5676,Female,22,Electronics,Office Equipements,Ernakulam,Mahesh,Sukhsagar,South,2,1138,2276,159,18%,1866
888,03-03-2022,CUST888,Female,52,Electronics,Phone,Indore,Jansagar,Deepesh Chauhan,West,4,1123,4492,359,17%,3728
339,03-03-2022,CUST339,Female,22,Electronics,Office Equipements,Chennai,Mahesh,Sukhsagar,South,2,1358,2716,162,19%,2199
888,03-03-2022,CUST888,Female,52,Electronics,Phone,Vizag,Mahesh,Sukhsagar,South,4,1382,5528,386,18%,4532
339,03-03-2022,CUST339,Female,22,Electronics,Office Equipements,Nagpur,Ganesh,Deepesh Chauhan,West,2,1289,2578,387,10%,2320
888,03-03-2022,CUST888,Female,52,Electronics,Phone,Bhopal,Jansagar,Deepesh Chauhan,West,4,1219,4876,292,19%,3949
621,04-03-2022,CUST621,Female,40,Beauty,Oils,Tripur,Mahesh,Sukhsagar,South,2,1328,2656,398,10%,2390
621,04-03-2022,CUST621,Female,40,Beauty,Creams,Tripur,Mahesh,Sukhsagar,South,2,1434,2868,401,11%,2552
621,04-03-2022,CUST621,Female,40,Beauty,Appliance,Tripur,Mahesh,Sukhsagar,South,2,1434,2868,372,12%,2523
52,05-03-2022,CUST5102,Female,36,Beauty,Oils,Chennai,Mahesh,Sukhsagar,South,1,949,949,133,11%,844
536,05-03-2022,CUST6070,Female,55,Beauty,Dry Products,Mumbai,Ganesh,Deepesh Chauhan,West,4,960,3840,384,15%,3264
52,05-03-2022,CUST052,Female,36,Beauty,Appliance,Chennai,Mahesh,Sukhsagar,South,1,864,864,112,12%,760
536,05-03-2022,CUST536,Female,55,Beauty,Oils,Mumbai,Ganesh,Deepesh Chauhan,West,4,1397,5588,502,16%,4693
52,05-03-2022,CUST052,Female,36,Beauty,Appliance,Chennai,Mahesh,Sukhsagar,South,1,1088,1088,130,13%,946
536,05-03-2022,CUST536,Female,55,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,4,1442,5768,461,17%,4787
910,06-03-2022,CUST910,Female,20,Beauty,Dry Products,Nagpur,Ganesh,Deepesh Chauhan,West,3,525,1575,94,19%,1275
910,06-03-2022,CUST910,Female,20,Beauty,Oils,Nagpur,Ganesh,Deepesh Chauhan,West,3,943,2829,425,10%,2546
910,06-03-2022,CUST910,Female,20,Beauty,Creams,Nagpur,Ganesh,Deepesh Chauhan,West,3,970,2910,407,11%,2589
197,06-03-2022,CUST5392,Female,42,Clothing,Saree,Tripur,Mahesh,Sukhsagar,South,4,1355,5420,487,16%,4552
750,06-03-2022,CUST750,Female,35,Clothing,Pants,Tripur,Mahesh,Sukhsagar,South,3,758,2274,136,19%,1841
197,06-03-2022,CUST197,Female,42,Clothing,Kurti,Mumbai,Ganesh,Deepesh Chauhan,West,4,884,3536,282,17%,2934
750,06-03-2022,CUST750,Female,35,Clothing,Tshirt,Mumbai,Ganesh,Deepesh Chauhan,West,3,762,2286,343,10%,2057
197,06-03-2022,CUST197,Female,42,Clothing,Saree,Delhi,Sanjay,Vishnu Dixit,North,4,1352,5408,378,18%,4434
750,06-03-2022,CUST750,Female,35,Clothing,Pants,Delhi,Sanjay,Vishnu Dixit,North,3,977,2931,410,11%,2608
917,06-03-2022,CUST917,Female,57,Electronics,Beauty Products,Latur,Rakesh,Deepesh Chauhan,West,4,728,2912,262,16%,2446
917,06-03-2022,CUST917,Female,57,Electronics,Beauty Products,Tripur,Mahesh,Sukhsagar,South,4,1414,5656,452,17%,4694
917,06-03-2022,CUST917,Female,57,Electronics,Beauty Products,Indore,Jansagar,Deepesh Chauhan,West,4,545,2180,152,18%,1787
198,07-03-2022,CUST5394,Female,54,Beauty,Oils,Kolkata,Debojit,Ajit yadav,East,3,1315,3945,316,17%,3274
198,07-03-2022,CUST198,Female,54,Beauty,Appliance,Kolkata,Debojit,Ajit yadav,East,3,646,1938,136,18%,1589
198,07-03-2022,CUST198,Female,54,Beauty,Dry Products,Kolkata,Debojit,Ajit yadav,East,3,1480,4440,266,19%,3596
444,07-03-2022,CUST5886,Female,61,Clothing,Inner Wear,Delhi,Sanjay,Vishnu Dixit,North,3,1459,4377,525,13%,3807
547,07-03-2022,CUST6092,Male,63,Clothing,Joggers,Chennai,Mahesh,Sukhsagar,South,4,1335,5340,480,16%,4485
444,07-03-2022,CUST444,Female,61,Clothing,Dupatta,Jaipur,Ankur,Vishnu Dixit,North,3,883,2649,292,14%,2278
547,07-03-2022,CUST547,Male,63,Clothing,Caps,Indore,Jansagar,Deepesh Chauhan,West,4,1099,4396,351,17%,3648
444,07-03-2022,CUST444,Female,61,Clothing,Inner Wear,Bhopal,Jansagar,Deepesh Chauhan,West,3,983,2949,295,15%,2506
547,07-03-2022,CUST547,Male,63,Clothing,Top,Kolkata,Debojit,Ajit yadav,East,4,1416,5664,396,18%,4644
705,07-03-2022,CUST705,Male,60,Electronics,Gadgets,Mumbai,Ganesh,Deepesh Chauhan,West,2,1277,2554,281,14%,2196
705,07-03-2022,CUST705,Male,60,Electronics,Gadgets,Kolkata,Debojit,Ajit yadav,East,2,972,1944,194,15%,1652
705,07-03-2022,CUST705,Male,60,Electronics,Gadgets,Ernakulam,Mahesh,Sukhsagar,South,2,721,1442,130,16%,1211
423,08-03-2022,CUST5844,Female,27,Clothing,Top,Lucknow,Ramash,Vishnu Dixit,North,1,627,627,81,12%,551
423,08-03-2022,CUST423,Female,27,Clothing,Shirt,Kanpur,Ramash,Vishnu Dixit,North,1,879,879,105,13%,764
423,08-03-2022,CUST423,Female,27,Clothing,Top,Nagpur,Ganesh,Deepesh Chauhan,West,1,998,998,110,14%,858
248,09-03-2022,CUST5494,Male,26,Clothing,Kurti,Mumbai,Ganesh,Deepesh Chauhan,West,3,1033,3099,248,17%,2572
360,09-03-2022,CUST5718,Male,42,Clothing,Tshirt,Nagpur,Ganesh,Deepesh Chauhan,West,4,778,3112,186,19%,2520
377,09-03-2022,CUST5752,Female,46,Clothing,Top,Jaipur,Ankur,Vishnu Dixit,North,4,633,2532,227,16%,2126
248,09-03-2022,CUST248,Male,26,Clothing,Saree,Delhi,Sanjay,Vishnu Dixit,North,3,994,2982,209,18%,2445
360,09-03-2022,CUST360,Male,42,Clothing,Pants,Vizag,Mahesh,Sukhsagar,South,4,1388,5552,832,10%,4996
377,09-03-2022,CUST377,Female,46,Clothing,Shirt,Bhopal,Jansagar,Deepesh Chauhan,West,4,551,2204,176,17%,1829
248,09-03-2022,CUST248,Male,26,Clothing,Kurti,Jaipur,Ankur,Vishnu Dixit,North,3,819,2457,148,19%,1990
360,09-03-2022,CUST360,Male,42,Clothing,Tshirt,Ernakulam,Mahesh,Sukhsagar,South,4,757,3028,423,11%,2694
377,09-03-2022,CUST377,Female,46,Clothing,Top,Chennai,Mahesh,Sukhsagar,South,4,1254,5016,351,18%,4113
397,10-03-2022,CUST5792,Female,30,Beauty,Oils,Delhi,Sanjay,Vishnu Dixit,North,1,1479,1479,133,16%,1242
397,10-03-2022,CUST397,Female,30,Beauty,Oils,Delhi,Sanjay,Vishnu Dixit,North,1,914,914,73,17%,758
397,10-03-2022,CUST397,Female,30,Beauty,Appliance,Delhi,Sanjay,Vishnu Dixit,North,1,1109,1109,78,18%,909
623,10-03-2022,CUST623,Male,34,Clothing,Tshirt,Jaipur,Ankur,Vishnu Dixit,North,3,1128,3384,439,12%,2977
623,10-03-2022,CUST623,Male,34,Clothing,Saree,Bhopal,Jansagar,Deepesh Chauhan,West,3,722,2166,260,13%,1884
623,10-03-2022,CUST623,Male,34,Clothing,Kurti,Chennai,Mahesh,Sukhsagar,South,3,1117,3351,368,14%,2881
717,11-03-2022,CUST717,Male,57,Clothing,Caps,Vizag,Mahesh,Sukhsagar,South,1,1096,1096,98,16%,920
717,11-03-2022,CUST717,Male,57,Clothing,Joggers,Ernakulam,Mahesh,Sukhsagar,South,1,688,688,55,17%,571
717,11-03-2022,CUST717,Male,57,Clothing,Caps,Tripur,Mahesh,Sukhsagar,South,1,635,635,44,18%,520
130,12-03-2022,CUST5258,Female,57,Clothing,Dupatta,Ernakulam,Mahesh,Sukhsagar,South,1,893,893,54,19%,723
658,12-03-2022,CUST658,Male,59,Clothing,Pants,Bhopal,Jansagar,Deepesh Chauhan,West,1,1046,1046,84,17%,868
130,12-03-2022,CUST130,Female,57,Clothing,Shirt,Tripur,Mahesh,Sukhsagar,South,1,1424,1424,213,10%,1281
658,12-03-2022,CUST658,Male,59,Clothing,Kurti,Chennai,Mahesh,Sukhsagar,South,1,563,563,39,18%,461
130,12-03-2022,CUST130,Female,57,Clothing,Dupatta,Mumbai,Ganesh,Deepesh Chauhan,West,1,1327,1327,186,11%,1181
658,12-03-2022,CUST658,Male,59,Clothing,Saree,Indore,Jansagar,Deepesh Chauhan,West,1,840,840,50,19%,680
7,13-03-2022,CUST5012,Male,46,Clothing,Top,Ernakulam,Mahesh,Sukhsagar,South,2,671,1342,121,16%,1127
119,13-03-2022,CUST5236,Female,60,Clothing,Inner Wear,Latur,Rakesh,Deepesh Chauhan,West,3,741,2223,155,18%,1822
278,13-03-2022,CUST5554,Female,37,Clothing,Top,Mumbai,Ganesh,Deepesh Chauhan,West,4,849,3396,271,17%,2818
7,13-03-2022,CUST007,Male,46,Clothing,Caps,Tripur,Mahesh,Sukhsagar,South,2,824,1648,131,17%,1367
119,13-03-2022,CUST119,Female,60,Clothing,Top,Lucknow,Ramash,Vishnu Dixit,North,3,1307,3921,236,19%,3176
278,13-03-2022,CUST278,Female,37,Clothing,Shirt,Delhi,Sanjay,Vishnu Dixit,North,4,1410,5640,394,18%,4624
7,13-03-2022,CUST007,Male,46,Clothing,Joggers,Mumbai,Ganesh,Deepesh Chauhan,West,2,505,1010,71,18%,828
119,13-03-2022,CUST119,Female,60,Clothing,Inner Wear,Kanpur,Ramash,Vishnu Dixit,North,3,1270,3810,572,10%,3429
278,13-03-2022,CUST278,Female,37,Clothing,Top,Jaipur,Ankur,Vishnu Dixit,North,4,633,2532,151,19%,2050
117,15-03-2022,CUST5232,Male,19,Electronics,Home Aplience,Kanpur,Ramash,Vishnu Dixit,North,2,1249,2498,225,16%,2098
117,15-03-2022,CUST117,Male,19,Electronics,Home Aplience,Delhi,Sanjay,Vishnu Dixit,North,2,851,1702,136,17%,1412
117,15-03-2022,CUST117,Male,19,Electronics,Home Aplience,Latur,Rakesh,Deepesh Chauhan,West,2,759,1518,106,18%,1244
442,17-03-2022,CUST5882,Female,60,Clothing,Shirt,Tripur,Mahesh,Sukhsagar,South,4,985,3940,551,11%,3506
590,17-03-2022,CUST590,Male,36,Clothing,Shirt,Latur,Rakesh,Deepesh Chauhan,West,3,1454,4362,262,19%,3533
607,17-03-2022,CUST607,Male,54,Clothing,Pants,Vizag,Mahesh,Sukhsagar,South,3,1481,4443,400,16%,3732
442,17-03-2022,CUST442,Female,60,Clothing,Top,Mumbai,Ganesh,Deepesh Chauhan,West,4,849,3396,441,12%,2988
590,17-03-2022,CUST590,Male,36,Clothing,Dupatta,Lucknow,Ramash,Vishnu Dixit,North,3,910,2730,410,10%,2457
607,17-03-2022,CUST607,Male,54,Clothing,Kurti,Ernakulam,Mahesh,Sukhsagar,South,3,577,1731,138,17%,1436
442,17-03-2022,CUST442,Female,60,Clothing,Shirt,Delhi,Sanjay,Vishnu Dixit,North,4,1158,4632,555,13%,4029
590,17-03-2022,CUST590,Male,36,Clothing,Inner Wear,Kanpur,Ramash,Vishnu Dixit,North,3,1105,3315,464,11%,2950
607,17-03-2022,CUST607,Male,54,Clothing,Saree,Tripur,Mahesh,Sukhsagar,South,3,1093,3279,229,18%,2688
436,18-03-2022,CUST5870,Female,57,Clothing,Saree,Kanpur,Ramash,Vishnu Dixit,North,4,1176,4704,470,15%,3998
942,18-03-2022,CUST942,Male,51,Clothing,Inner Wear,Delhi,Sanjay,Vishnu Dixit,North,3,652,1956,273,11%,1740
436,18-03-2022,CUST436,Female,57,Clothing,Kurti,Nagpur,Ganesh,Deepesh Chauhan,West,4,523,2092,188,16%,1757
942,18-03-2022,CUST942,Male,51,Clothing,Dupatta,Jaipur,Ankur,Vishnu Dixit,North,3,862,2586,336,12%,2275
436,18-03-2022,CUST436,Female,57,Clothing,Saree,Vizag,Mahesh,Sukhsagar,South,4,910,3640,291,17%,3021
942,18-03-2022,CUST942,Male,51,Clothing,Inner Wear,Bhopal,Jansagar,Deepesh Chauhan,West,3,1257,3771,452,13%,3280
941,19-03-2022,CUST941,Female,57,Clothing,Kurti,Mumbai,Ganesh,Deepesh Chauhan,West,2,1469,2938,441,10%,2644
941,19-03-2022,CUST941,Female,57,Clothing,Saree,Delhi,Sanjay,Vishnu Dixit,North,2,728,1456,203,11%,1295
941,19-03-2022,CUST941,Female,57,Clothing,Kurti,Jaipur,Ankur,Vishnu Dixit,North,2,1070,2140,278,12%,1883
659,19-03-2022,CUST659,Female,39,Electronics,Phone,Vizag,Mahesh,Sukhsagar,South,1,525,525,37,18%,430
659,19-03-2022,CUST659,Female,39,Electronics,Phone,Bhopal,Jansagar,Deepesh Chauhan,West,1,546,546,33,19%,442
659,19-03-2022,CUST659,Female,39,Electronics,Phone,Kanpur,Ramash,Vishnu Dixit,North,1,1025,1025,154,10%,922
806,20-03-2022,CUST806,Female,35,Beauty,Oils,Kanpur,Ramash,Vishnu Dixit,North,3,1340,4020,402,15%,3417
806,20-03-2022,CUST806,Female,35,Beauty,Creams,Kanpur,Ramash,Vishnu Dixit,North,3,691,2073,187,16%,1741
806,20-03-2022,CUST806,Female,35,Beauty,Appliance,Kanpur,Ramash,Vishnu Dixit,North,3,683,2049,164,17%,1700
663,20-03-2022,CUST663,Male,23,Clothing,Saree,Indore,Jansagar,Deepesh Chauhan,West,4,583,2332,303,12%,2052
748,20-03-2022,CUST748,Male,25,Clothing,Joggers,Ernakulam,Mahesh,Sukhsagar,South,3,620,1860,148,17%,1543
663,20-03-2022,CUST663,Male,23,Clothing,Joggers,Kolkata,Debojit,Ajit yadav,East,4,1239,4956,594,13%,4311
748,20-03-2022,CUST748,Male,25,Clothing,Caps,Tripur,Mahesh,Sukhsagar,South,3,735,2205,155,18%,1808
663,20-03-2022,CUST663,Male,23,Clothing,Caps,Latur,Rakesh,Deepesh Chauhan,West,4,660,2640,290,14%,2270
748,20-03-2022,CUST748,Male,25,Clothing,Joggers,Mumbai,Ganesh,Deepesh Chauhan,West,3,601,1803,108,19%,1460
136,20-03-2022,CUST5270,Male,44,Electronics,Beauty Products,Bhopal,Jansagar,Deepesh Chauhan,West,2,1295,2590,259,15%,2201
175,20-03-2022,CUST5348,Female,31,Electronics,Gadgets,Jaipur,Ankur,Vishnu Dixit,North,4,1004,4016,441,14%,3453
136,20-03-2022,CUST136,Male,44,Electronics,Beauty Products,Kanpur,Ramash,Vishnu Dixit,North,2,529,1058,95,16%,888
175,20-03-2022,CUST175,Female,31,Electronics,Gadgets,Lucknow,Ramash,Vishnu Dixit,North,4,1438,5752,575,15%,4889
136,20-03-2022,CUST136,Male,44,Electronics,Beauty Products,Delhi,Sanjay,Vishnu Dixit,North,2,532,1064,85,17%,883
175,20-03-2022,CUST175,Female,31,Electronics,Gadgets,Mumbai,Ganesh,Deepesh Chauhan,West,4,668,2672,240,16%,2244
38,21-03-2022,CUST5074,Male,38,Beauty,Creams,Tripur,Mahesh,Sukhsagar,South,4,1281,5124,409,17%,4252
313,21-03-2022,CUST5624,Female,55,Beauty,Creams,Chennai,Mahesh,Sukhsagar,South,3,908,2724,354,12%,2397
38,21-03-2022,CUST038,Male,38,Beauty,Dry Products,Tripur,Mahesh,Sukhsagar,South,4,1386,5544,388,18%,4546
313,21-03-2022,CUST313,Female,55,Beauty,Creams,Chennai,Mahesh,Sukhsagar,South,3,522,1566,188,13%,1362
38,21-03-2022,CUST038,Male,38,Beauty,Dry Products,Tripur,Mahesh,Sukhsagar,South,4,1369,5476,328,19%,4435
313,21-03-2022,CUST313,Female,55,Beauty,Dry Products,Chennai,Mahesh,Sukhsagar,South,3,1060,3180,349,14%,2734
402,21-03-2022,CUST5802,Female,41,Clothing,Saree,Tripur,Mahesh,Sukhsagar,South,2,823,1646,230,11%,1464
459,21-03-2022,CUST5916,Male,28,Clothing,Top,Chennai,Mahesh,Sukhsagar,South,4,1179,4716,330,18%,3867
402,21-03-2022,CUST402,Female,41,Clothing,Kurti,Mumbai,Ganesh,Deepesh Chauhan,West,2,612,1224,159,12%,1077
